Rank,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platform,Genre,Publisher
423,1995.0,2.26,0.72,0.12,0.1,3.2,23,2,2
424,2000.0,1.76,1.21,0.07,0.16,3.2,15,2,2
425,2007.0,1.35,0.6,0.8,0.44,3.19,19,7,7
426,2008.0,1.48,1.01,0.04,0.66,3.19,19,0,0
427,1995.0,0.0,0.0,3.19,0.0,3.19,23,7,7
428,2010.0,2.15,0.77,0.01,0.26,3.19,28,3,3
429,2003.0,1.78,1.12,0.09,0.19,3.18,16,0,0
430,2015.0,1.18,0.87,0.93,0.2,3.18,27,4,4
431,2010.0,1.52,1.08,0.1,0.47,3.17,17,7,7
433,2008.0,0.58,0.51,1.93,0.14,3.17,4,3,3
434,2001.0,2.06,0.56,0.38,0.17,3.17,16,9,9
435,2008.0,1.88,0.98,0.0,0.3,3.16,4,1,1
436,2001.0,1.92,0.16,0.99,0.09,3.15,7,9,9
437,2008.0,1.79,1.06,0.0,0.29,3.15,4,0,0
438,2005.0,1.22,1.57,0.06,0.29,3.15,4,4,4
439,2012.0,0.88,0.97,0.88,0.42,3.15,17,8,8
440,2014.0,1.89,0.99,0.03,0.24,3.15,30,8,8
441,2007.0,0.68,0.0,0.0,2.46,3.14,16,10,10
442,2000.0,1.7,1.25,0.02,0.16,3.13,15,0,0
443,1998.0,2.14,0.86,0.0,0.13,3.12,15,6,6
444,1999.0,2.31,0.62,0.14,0.04,3.12,10,6,6
445,2006.0,0.91,1.0,1.03,0.17,3.12,4,3,3
446,2007.0,1.69,0.87,0.14,0.42,3.12,17,7,7
447,1990.0,0.08,0.0,3.03,0.01,3.12,11,7,7
448,2010.0,1.29,1.27,0.06,0.5,3.12,17,1,1
449,2010.0,1.99,0.82,0.03,0.27,3.11,28,7,7
450,2014.0,0.78,2.02,0.0,0.3,3.11,28,10,10
451,2002.0,2.17,0.28,0.55,0.08,3.09,16,2,2
452,2001.0,2.5,0.16,0.01,0.42,3.08,16,10,10
453,1986.0,1.92,0.45,0.64,0.07,3.08,11,10,10
454,2012.0,1.89,0.91,0.04,0.24,3.07,28,8,8
455,2013.0,1.4,0.99,0.46,0.22,3.07,2,0,0
456,1994.0,1.57,0.62,0.55,0.34,3.07,5,4,4
457,2002.0,1.72,1.21,0.0,0.14,3.07,13,9,9
458,2012.0,1.94,0.86,0.03,0.24,3.07,28,7,7
459,2008.0,1.91,0.84,0.0,0.29,3.05,28,0,0
460,2012.0,1.38,1.35,0.02,0.28,3.04,28,8,8
461,2010.0,2.06,0.64,0.12,0.22,3.04,26,4,4
462,2008.0,1.94,0.8,0.02,0.27,3.03,28,0,0
463,1995.0,1.54,1.33,0.0,0.16,3.03,15,4,4
464,2009.0,1.4,1.07,0.08,0.47,3.02,17,8,8
465,2002.0,1.85,1.04,0.0,0.13,3.02,29,0,0
466,1987.0,2.03,0.47,0.45,0.07,3.02,11,2,2
467,2002.0,1.45,1.13,0.07,0.38,3.02,16,10,10
468,2015.0,2.38,0.32,0.0,0.31,3.0,30,8,8
469,2012.0,2.6,0.21,0.01,0.19,3.0,28,10,10
470,2007.0,1.15,0.0,0.76,1.09,3.0,16,2,2
472,2014.0,1.01,1.41,0.05,0.53,2.99,18,0,0
473,1993.0,1.61,0.51,0.8,0.07,2.99,23,8,8
474,2000.0,1.67,1.18,0.0,0.13,2.99,13,3,3
475,2002.0,0.12,1.26,1.16,0.45,2.99,16,10,10
476,2001.0,1.36,0.86,0.64,0.13,2.99,16,0,0
477,2015.0,0.47,1.0,1.39,0.12,2.98,2,9,9
478,2010.0,1.33,1.12,0.08,0.45,2.97,17,8,8
479,2014.0,0.96,1.72,0.0,0.29,2.97,13,9,9
480,2011.0,1.58,1.01,0.0,0.38,2.97,13,7,7
481,2003.0,1.04,1.37,0.06,0.49,2.96,16,4,4
482,2008.0,1.57,0.04,1.19,0.15,2.96,4,4,4
483,2002.0,1.36,1.15,0.04,0.41,2.96,16,0,0
484,2009.0,1.82,0.71,0.15,0.26,2.95,28,2,2
485,1996.0,1.98,0.58,0.34,0.04,2.94,10,6,6
486,2003.0,2.22,0.51,0.06,0.15,2.94,16,8,8
487,2005.0,1.45,1.11,0.04,0.33,2.94,16,2,2
488,2009.0,1.76,0.69,0.12,0.37,2.94,17,0,0
489,2001.0,2.07,0.77,0.05,0.05,2.94,6,5,5
490,2007.0,1.83,0.8,0.03,0.27,2.93,28,7,7
491,2006.0,0.87,1.06,0.73,0.26,2.92,26,5,5
492,2007.0,1.43,1.13,0.05,0.3,2.91,26,9,9
493,2002.0,1.75,0.45,0.62,0.09,2.91,6,4,4
494,2013.0,0.61,1.85,0.11,0.33,2.9,18,10,10
495,2014.0,1.84,0.8,0.04,0.22,2.9,30,8,8
496,2004.0,1.54,1.14,0.0,0.22,2.9,16,3,3
497,2008.0,1.75,0.86,0.0,0.28,2.9,28,10,10
498,2003.0,0.08,1.24,1.13,0.45,2.9,16,10,10
499,2012.0,0.71,1.51,0.06,0.61,2.89,17,6,6
500,2001.0,0.99,0.32,1.38,0.2,2.89,16,10,10
501,2004.0,1.51,1.12,0.01,0.24,2.89,16,8,8
502,2011.0,1.54,1.07,0.0,0.28,2.88,26,10,10
503,1999.0,2.03,0.72,0.02,0.11,2.88,15,8,8
504,2007.0,1.3,1.27,0.0,0.31,2.88,4,9,9
505,1998.0,0.09,2.43,0.12,0.22,2.87,15,6,6
506,2013.0,1.87,0.77,0.0,0.22,2.86,30,8,8
507,2012.0,2.53,0.16,0.0,0.17,2.86,28,10,10
508,2002.0,2.09,0.63,0.03,0.11,2.86,29,7,7
509,2011.0,1.98,0.55,0.0,0.32,2.85,17,2,2
510,1990.0,1.37,0.51,0.89,0.07,2.85,23,6,6
511,1997.0,1.29,0.53,0.98,0.05,2.85,10,4,4
512,1996.0,1.37,1.34,0.0,0.14,2.85,13,11,11
513,2011.0,1.4,1.14,0.0,0.31,2.85,26,0,0
514,2015.0,0.4,1.98,0.05,0.42,2.85,17,10,10
515,2010.0,1.87,0.57,0.11,0.3,2.84,17,0,0
516,2007.0,1.65,0.86,0.05,0.28,2.83,28,8,8
517,2009.0,2.52,0.09,0.0,0.22,2.83,28,10,10
518,2010.0,1.28,1.05,0.07,0.43,2.83,17,8,8
519,2002.0,1.32,1.08,0.04,0.39,2.83,16,2,2
520,2002.0,1.96,0.67,0.1,0.09,2.82,7,8,8
521,2003.0,1.59,1.05,0.04,0.14,2.82,6,0,0
522,1994.0,0.02,2.79,0.0,0.0,2.81,13,1,1
523,2010.0,1.05,1.25,0.03,0.48,2.81,17,6,6
524,2007.0,1.32,1.19,0.0,0.3,2.81,4,9,9
525,2003.0,1.32,1.06,0.04,0.38,2.8,16,2,2
526,2008.0,1.74,0.8,0.0,0.26,2.8,28,0,0
527,2006.0,1.47,0.07,1.1,0.15,2.8,4,4,4
528,1997.0,0.29,0.2,2.13,0.18,2.79,15,10,10
529,2011.0,1.45,0.88,0.09,0.38,2.79,17,8,8
530,1998.0,1.96,0.72,0.0,0.11,2.79,15,4,4
531,2001.0,1.19,1.15,0.04,0.41,2.79,16,2,2
532,1992.0,0.0,0.0,2.78,0.01,2.79,23,7,7
533,1996.0,1.98,0.7,0.0,0.11,2.79,15,2,2
534,2011.0,0.89,1.43,0.0,0.48,2.79,13,8,8
535,2001.0,2.19,0.22,0.0,0.38,2.79,16,10,10
536,2009.0,0.3,1.47,0.68,0.34,2.79,4,5,5
537,2011.0,0.46,0.29,1.96,0.07,2.79,2,7,7
538,2003.0,1.68,0.74,0.0,0.36,2.78,16,4,4
539,2014.0,1.27,0.97,0.07,0.47,2.78,18,0,0
540,2003.0,1.44,0.83,0.26,0.25,2.78,16,4,4
541,2009.0,1.2,0.98,0.17,0.43,2.78,17,2,2
542,2003.0,1.41,1.12,0.0,0.24,2.77,16,9,9
543,2007.0,1.24,1.2,0.04,0.3,2.77,26,4,4
544,2011.0,1.25,1.15,0.07,0.3,2.77,28,0,0
545,1980.0,2.56,0.17,0.0,0.03,2.76,0,8,8
546,1992.0,1.43,0.54,0.71,0.07,2.75,23,3,3
547,2013.0,1.07,1.31,0.06,0.31,2.74,18,0,0
548,2000.0,1.02,0.36,1.13,0.23,2.73,10,11,11
549,1986.0,1.33,0.31,1.04,0.05,2.73,11,0,0
550,2011.0,1.52,0.94,0.02,0.24,2.72,28,1,1
551,2006.0,1.49,0.93,0.02,0.27,2.71,28,8,8
552,2002.0,1.75,0.52,0.33,0.1,2.7,6,0,0
553,2001.0,0.99,0.48,1.09,0.14,2.7,16,0,0
554,2015.0,1.47,0.76,0.0,0.47,2.7,18,2,2
555,1998.0,1.25,0.53,0.87,0.05,2.7,10,3,3
556,2011.0,2.42,0.11,0.0,0.16,2.69,28,10,10
557,2006.0,1.85,0.64,0.01,0.19,2.69,16,0,0
558,2010.0,2.38,0.12,0.0,0.18,2.69,28,10,10
559,2010.0,1.63,0.52,0.35,0.18,2.69,4,5,5
560,2010.0,1.46,0.98,0.0,0.24,2.68,28,10,10
561,2004.0,1.23,1.11,0.0,0.34,2.68,16,6,6
562,2014.0,0.0,0.0,2.68,0.0,2.68,2,7,7
563,2009.0,0.69,1.41,0.04,0.53,2.68,17,6,6
564,2011.0,0.78,0.75,0.89,0.26,2.68,17,7,7
565,1992.0,1.95,0.63,0.0,0.09,2.67,8,2,2
566,2005.0,1.48,0.92,0.01,0.26,2.67,16,8,8
567,2008.0,1.78,0.64,0.0,0.25,2.67,28,3,3
568,1998.0,1.44,1.09,0.0,0.14,2.67,15,8,8
569,2004.0,1.99,0.58,0.0,0.09,2.66,29,7,7
570,2006.0,1.59,0.8,0.0,0.26,2.65,4,0,0
571,2003.0,1.15,1.11,0.0,0.4,2.65,16,0,0
572,2012.0,1.56,0.88,0.0,0.22,2.65,26,0,0
573,2006.0,0.86,1.11,0.01,0.66,2.65,19,8,8
574,1986.0,0.0,0.0,2.65,0.0,2.65,11,4,4
575,1996.0,2.0,0.5,0.12,0.03,2.65,10,0,0
576,2007.0,1.53,0.87,0.0,0.24,2.64,28,0,0
577,2000.0,2.0,0.47,0.02,0.14,2.63,16,6,6
578,2006.0,0.76,1.1,0.12,0.65,2.63,19,2,2
579,2009.0,1.53,0.82,0.04,0.24,2.63,28,11,11
580,2009.0,1.7,0.46,0.06,0.41,2.63,17,0,0
581,2004.0,2.15,0.12,0.0,0.36,2.62,16,10,10
582,2007.0,1.07,1.06,0.24,0.25,2.62,26,10,10
583,2010.0,1.55,0.81,0.04,0.21,2.62,28,8,8
584,2009.0,0.59,1.79,0.01,0.23,2.62,28,10,10
585,2011.0,2.31,0.14,0.01,0.16,2.62,28,10,10
586,2008.0,0.63,0.84,0.96,0.19,2.61,4,9,9
587,2002.0,0.9,1.22,0.04,0.44,2.61,16,0,0
588,2010.0,1.02,0.52,0.92,0.14,2.6,26,4,4
589,1990.0,1.86,0.55,0.11,0.08,2.6,8,0,0
590,2008.0,0.48,1.63,0.04,0.43,2.59,17,10,10
591,2007.0,0.93,1.12,0.08,0.45,2.59,17,4,4
592,2004.0,2.03,0.21,0.0,0.35,2.59,16,10,10
593,2009.0,0.64,1.24,0.01,0.69,2.58,19,4,4
594,2013.0,0.89,1.33,0.07,0.28,2.58,18,8,8
595,2009.0,1.04,1.24,0.03,0.27,2.58,28,0,0
596,2007.0,0.37,0.27,1.75,0.18,2.58,19,7,7
597,2006.0,1.4,0.88,0.03,0.26,2.58,16,2,2
598,2004.0,1.31,0.74,0.31,0.22,2.57,16,4,4
599,2010.0,0.28,1.68,0.33,0.28,2.57,4,3,3
600,2009.0,1.76,0.56,0.03,0.22,2.57,28,7,7
601,2007.0,2.14,0.08,0.0,0.35,2.57,16,10,10
602,2001.0,1.7,0.59,0.21,0.07,2.56,7,4,4
603,1987.0,0.15,0.0,2.41,0.0,2.56,11,7,7
604,2012.0,2.11,0.23,0.0,0.22,2.56,17,10,10
605,2003.0,1.21,0.57,0.7,0.07,2.54,7,7,7
606,2008.0,1.13,0.87,0.29,0.25,2.54,26,10,10
607,2008.0,2.21,0.12,0.0,0.2,2.54,28,10,10
609,2001.0,1.13,1.12,0.06,0.22,2.52,16,6,6
610,2000.0,1.55,0.75,0.16,0.06,2.52,10,0,0
611,2007.0,1.5,0.78,0.0,0.24,2.52,26,3,3
612,1986.0,0.49,0.0,0.52,1.51,2.52,11,7,7
613,2013.0,0.6,1.31,0.08,0.52,2.51,17,0,0
614,2006.0,2.29,0.02,0.0,0.19,2.5,28,7,7
615,2008.0,0.13,0.07,0.26,2.05,2.5,16,10,10
616,1999.0,1.28,0.14,1.08,0.01,2.5,10,3,3
617,2011.0,0.86,1.06,0.18,0.39,2.49,17,0,0
618,2003.0,1.84,0.56,0.0,0.09,2.49,29,0,0
619,2010.0,1.29,0.97,0.0,0.23,2.49,26,0,0
620,2002.0,1.81,0.52,0.0,0.15,2.49,16,2,2
621,2008.0,1.15,0.85,0.1,0.39,2.48,17,8,8
622,2008.0,1.38,0.85,0.0,0.25,2.48,28,6,6
623,1998.0,1.15,1.14,0.06,0.13,2.48,15,0,0
624,2012.0,1.72,0.44,0.05,0.27,2.48,17,10,10
626,2013.0,2.1,0.2,0.0,0.17,2.47,28,10,10
627,2002.0,1.13,0.36,0.92,0.07,2.47,7,3,3
628,2010.0,1.67,0.58,0.0,0.2,2.46,26,3,3
629,2008.0,1.55,0.54,0.05,0.31,2.45,17,6,6
630,1992.0,0.0,0.0,2.43,0.02,2.45,23,7,7
631,1997.0,0.93,0.12,1.34,0.06,2.45,15,7,7
632,1996.0,2.12,0.25,0.0,0.07,2.44,15,6,6
633,2011.0,1.44,0.73,0.04,0.22,2.44,28,8,8
634,2006.0,0.87,0.98,0.0,0.59,2.44,19,6,6
635,2003.0,1.07,1.19,0.0,0.18,2.43,16,9,9
636,1997.0,1.52,0.82,0.0,0.1,2.43,13,1,1
637,2008.0,1.56,0.61,0.02,0.23,2.42,28,8,8
638,1998.0,1.26,0.61,0.46,0.08,2.42,3,4,4
639,1988.0,1.27,0.32,0.78,0.05,2.42,11,10,10
640,2010.0,0.29,1.18,0.54,0.41,2.42,17,10,10
641,2003.0,1.63,0.22,0.51,0.06,2.41,16,2,2
642,2001.0,2.07,0.26,0.0,0.08,2.41,16,6,6
643,1998.0,0.81,0.76,0.7,0.14,2.41,15,0,0
644,2014.0,1.43,0.76,0.0,0.22,2.41,30,3,3
645,2007.0,0.69,0.0,0.04,1.68,2.41,16,6,6
646,2015.0,2.07,0.08,0.0,0.26,2.4,30,10,10
647,1996.0,2.1,0.24,0.0,0.07,2.4,15,5,5
648,1987.0,0.77,0.18,1.42,0.03,2.4,11,2,2
649,1997.0,2.3,0.1,0.0,0.0,2.4,13,11,11
651,2015.0,0.49,1.49,0.05,0.36,2.39,18,6,6
652,2010.0,1.74,0.48,0.0,0.18,2.39,28,10,10
655,1994.0,1.49,0.81,0.0,0.1,2.39,13,3,3
656,2013.0,1.07,0.87,0.04,0.4,2.39,17,0,0
657,2011.0,1.48,0.71,0.0,0.2,2.39,28,0,0
658,2005.0,1.67,0.61,0.03,0.07,2.38,16,3,3
659,2007.0,1.02,0.97,0.0,0.39,2.38,17,0,0
660,2011.0,1.73,0.46,0.02,0.18,2.38,28,3,3
661,1998.0,1.94,0.39,0.03,0.02,2.38,10,2,2
662,2015.0,1.0,0.76,0.26,0.36,2.38,18,0,0
663,2014.0,1.46,0.54,0.01,0.37,2.38,18,10,10
664,2010.0,2.04,0.15,0.0,0.19,2.38,17,10,10
665,2001.0,1.16,0.91,0.0,0.3,2.38,16,3,3
666,2007.0,2.18,0.01,0.0,0.18,2.37,28,10,10
667,2004.0,2.28,0.02,0.08,0.0,2.37,13,8,8
668,2004.0,0.96,1.08,0.04,0.3,2.37,16,0,0
669,2004.0,1.25,0.86,0.01,0.26,2.37,16,10,10
670,2009.0,2.03,0.13,0.0,0.21,2.37,17,10,10
671,2011.0,1.38,0.74,0.02,0.22,2.36,28,10,10
672,1995.0,0.69,0.14,1.48,0.05,2.36,5,4,4
673,2010.0,1.07,1.05,0.0,0.23,2.35,4,0,0
674,1996.0,1.39,0.48,0.4,0.08,2.35,5,4,4
675,1998.0,0.0,0.0,2.34,0.01,2.35,5,7,7
676,2008.0,1.68,0.46,0.01,0.2,2.35,28,6,6
677,2013.0,1.32,0.83,0.0,0.2,2.34,26,4,4
678,2007.0,0.92,0.0,0.01,1.41,2.34,16,2,2
679,2008.0,1.2,0.9,0.0,0.24,2.34,26,10,10
680,2001.0,1.08,0.7,0.34,0.21,2.34,16,0,0
681,2010.0,1.27,0.86,0.0,0.2,2.33,28,9,9
682,2015.0,1.14,0.54,0.47,0.17,2.32,2,0,0
683,2015.0,1.93,0.14,0.0,0.24,2.32,30,10,10
684,2010.0,1.57,0.56,0.0,0.19,2.32,26,3,3
685,2000.0,0.78,0.4,1.06,0.07,2.32,10,10,10
686,1997.0,0.79,1.35,0.04,0.14,2.32,15,0,0
687,2004.0,0.85,1.06,0.09,0.32,2.31,16,8,8
688,2004.0,0.52,0.45,1.21,0.13,2.31,4,5,5
689,1999.0,1.58,0.64,0.0,0.09,2.31,15,6,6
690,1995.0,0.28,0.0,2.02,0.01,2.31,23,7,7
691,1998.0,1.65,0.46,0.1,0.1,2.31,15,10,10
692,2013.0,1.24,0.85,0.0,0.21,2.3,28,0,0
693,2012.0,0.95,1.06,0.0,0.29,2.3,13,0,0
694,2008.0,0.95,0.54,0.62,0.18,2.3,4,7,7
695,2011.0,1.08,0.75,0.15,0.31,2.29,17,0,0
696,1997.0,0.91,1.25,0.0,0.13,2.29,13,0,0
697,2013.0,1.23,0.68,0.04,0.34,2.29,17,0,0
698,2004.0,1.38,0.8,0.0,0.1,2.28,29,6,6
699,2009.0,0.3,1.27,0.46,0.26,2.28,17,10,10
700,2014.0,1.11,0.98,0.0,0.2,2.28,26,3,3
701,2015.0,0.0,0.0,2.28,0.0,2.28,2,0,0
702,1983.0,0.51,0.12,1.63,0.02,2.28,11,4,4
703,2008.0,0.38,0.07,0.01,1.82,2.28,16,10,10
704,2008.0,1.01,0.9,0.0,0.37,2.28,17,0,0
705,2012.0,1.05,0.77,0.1,0.36,2.28,17,8,8
706,1997.0,0.07,2.0,0.02,0.18,2.28,15,6,6
707,2012.0,1.12,0.39,0.64,0.12,2.27,2,7,7
708,2009.0,1.34,0.62,0.0,0.31,2.27,17,3,3
709,2006.0,1.07,0.92,0.04,0.24,2.27,26,3,3
710,2002.0,1.22,0.1,0.91,0.04,2.27,6,4,4
711,2001.0,0.9,0.73,0.54,0.09,2.26,6,4,4
712,2007.0,1.4,0.54,0.02,0.3,2.26,17,3,3
714,2007.0,1.34,0.57,0.14,0.21,2.26,26,0,0
715,2014.0,0.28,0.79,0.87,0.32,2.25,20,3,3
716,2002.0,0.62,0.44,1.06,0.13,2.25,16,1,1
717,1997.0,1.52,0.46,0.2,0.08,2.25,15,10,10
718,2004.0,1.48,0.25,0.46,0.06,2.25,7,7,7
719,2011.0,1.93,0.15,0.0,0.17,2.25,17,10,10
720,2009.0,0.67,0.41,1.05,0.11,2.25,26,7,7
721,2008.0,0.51,0.51,0.91,0.32,2.25,19,2,2
722,2001.0,1.19,0.71,0.22,0.13,2.24,6,4,4
723,2001.0,1.29,0.83,0.0,0.11,2.23,6,4,4
724,1990.0,1.74,0.25,0.21,0.03,2.23,11,0,0
725,2008.0,1.42,0.61,0.0,0.21,2.23,4,0,0
726,2009.0,1.09,0.85,0.0,0.28,2.23,16,9,9
727,2013.0,1.27,0.62,0.18,0.16,2.22,27,4,4
728,2003.0,0.88,1.03,0.0,0.31,2.22,16,0,0
729,2009.0,1.71,0.32,0.02,0.18,2.22,4,5,5
730,1998.0,1.0,0.63,0.45,0.13,2.22,5,1,1
731,2010.0,1.03,0.98,0.0,0.21,2.22,28,6,6
732,2010.0,1.45,0.55,0.02,0.19,2.21,28,8,8
733,2013.0,1.47,0.55,0.0,0.19,2.21,30,0,0
734,2006.0,1.06,0.82,0.05,0.28,2.21,16,0,0
735,2008.0,1.78,0.24,0.0,0.18,2.2,28,3,3
736,1981.0,2.06,0.12,0.0,0.02,2.2,0,0,0
737,2007.0,2.01,0.02,0.0,0.17,2.2,28,3,3
738,2000.0,1.11,0.51,0.34,0.23,2.2,5,4,4
739,1986.0,0.15,0.0,2.05,0.0,2.2,11,10,10
740,2008.0,1.28,0.68,0.02,0.21,2.2,26,4,4
741,2007.0,1.06,0.91,0.0,0.23,2.2,4,5,5
742,2011.0,0.34,0.97,0.55,0.33,2.19,17,0,0
743,2006.0,1.17,0.78,0.02,0.22,2.19,28,0,0
744,2003.0,1.68,0.44,0.0,0.08,2.19,29,7,7
745,1992.0,0.87,0.17,1.1,0.05,2.19,5,3,3
746,2000.0,1.04,0.72,0.3,0.13,2.19,5,4,4
747,2012.0,0.59,1.07,0.07,0.45,2.19,17,0,0
748,2000.0,0.0,0.0,2.17,0.01,2.18,5,7,7
749,2002.0,1.92,0.2,0.0,0.06,2.18,16,6,6
750,2013.0,1.21,0.78,0.01,0.17,2.18,30,6,6
751,2013.0,1.97,0.07,0.0,0.13,2.18,28,10,10
752,2006.0,1.29,0.04,0.73,0.12,2.18,4,7,7
753,2003.0,1.48,0.17,0.47,0.06,2.17,6,7,7
754,2010.0,1.27,0.68,0.01,0.2,2.17,28,7,7
755,1998.0,1.6,0.46,0.08,0.03,2.17,10,9,9
756,1984.0,0.48,0.11,1.56,0.02,2.17,11,10,10
757,2001.0,1.23,0.83,0.0,0.1,2.16,13,9,9
758,2009.0,1.51,0.47,0.0,0.18,2.16,26,10,10
759,2000.0,1.5,0.55,0.02,0.08,2.15,15,8,8
760,2015.0,0.54,1.16,0.13,0.32,2.15,18,8,8
761,1987.0,0.14,0.03,1.98,0.0,2.15,11,10,10
762,2014.0,0.6,1.41,0.0,0.14,2.15,30,10,10
763,2007.0,0.52,1.03,0.0,0.59,2.14,19,8,8
764,1996.0,0.66,0.0,1.45,0.03,2.14,23,7,7
765,1983.0,0.01,0.0,2.13,0.0,2.14,11,3,3
766,1988.0,1.47,0.38,0.19,0.1,2.14,11,6,6
767,1992.0,1.2,0.84,0.0,0.1,2.14,13,9,9
768,1981.0,1.99,0.12,0.0,0.02,2.13,0,8,8
769,2004.0,1.04,0.81,0.0,0.27,2.13,16,9,9
770,2006.0,0.64,0.07,1.35,0.08,2.13,4,5,5
771,2003.0,0.82,0.37,0.89,0.05,2.13,6,7,7
772,2016.0,0.59,1.16,0.06,0.33,2.13,18,0,0
773,2010.0,0.93,0.97,0.02,0.21,2.12,4,0,0
774,2006.0,0.91,0.05,1.07,0.09,2.12,4,7,7
775,2010.0,1.47,0.09,0.45,0.11,2.12,26,4,4
776,2001.0,1.37,0.61,0.05,0.09,2.12,29,6,6
777,1989.0,0.83,0.33,0.92,0.04,2.12,5,10,10
778,2011.0,1.61,0.27,0.05,0.18,2.11,17,10,10
779,2009.0,1.2,0.62,0.0,0.29,2.11,17,8,8
780,2000.0,1.68,0.4,0.0,0.03,2.11,10,10,10
781,2008.0,0.11,1.34,0.4,0.26,2.11,17,10,10
782,2002.0,1.68,0.31,0.02,0.09,2.11,16,6,6
783,2010.0,0.9,0.45,0.63,0.13,2.11,26,10,10
785,2003.0,0.63,0.21,1.13,0.13,2.11,16,0,0
786,2011.0,1.63,0.33,0.0,0.15,2.11,28,2,2
787,1998.0,0.94,0.07,1.05,0.04,2.1,15,7,7
788,2002.0,1.17,0.72,0.0,0.22,2.1,16,4,4
789,2002.0,1.54,0.44,0.04,0.07,2.1,29,0,0
790,2005.0,1.77,0.13,0.02,0.18,2.1,19,6,6
791,2011.0,1.41,0.51,0.01,0.17,2.1,28,8,8
792,2005.0,0.99,0.63,0.29,0.19,2.09,16,0,0
793,1997.0,0.0,0.0,1.96,0.14,2.09,15,10,10
794,2006.0,1.16,0.65,0.08,0.2,2.09,28,0,0
795,2003.0,1.26,0.6,0.05,0.18,2.09,16,0,0
796,2010.0,1.84,0.12,0.01,0.13,2.09,28,0,0
797,2009.0,1.97,0.0,0.0,0.12,2.09,26,3,3
798,2006.0,0.92,0.94,0.0,0.22,2.09,4,9,9
799,2015.0,0.7,0.93,0.14,0.32,2.09,18,8,8
800,2010.0,0.46,0.42,0.96,0.25,2.09,19,0,0
801,2010.0,1.77,0.32,0.0,0.0,2.08,13,7,7
802,2002.0,1.11,0.71,0.0,0.27,2.08,16,5,5
803,2008.0,0.63,1.02,0.05,0.39,2.08,17,6,6
804,2007.0,1.36,0.52,0.0,0.2,2.08,26,9,9
805,2003.0,0.97,0.33,0.73,0.06,2.08,7,3,3
806,2010.0,0.59,0.99,0.13,0.36,2.08,17,0,0
807,1998.0,2.04,0.04,0.0,0.0,2.08,13,11,11
808,1994.0,0.89,1.08,0.0,0.11,2.08,13,11,11
809,2010.0,0.79,0.94,0.0,0.35,2.08,17,10,10
810,2002.0,1.54,0.46,0.0,0.08,2.07,15,8,8
811,2010.0,0.63,0.42,0.75,0.26,2.07,19,7,7
812,2009.0,1.48,0.39,0.0,0.19,2.07,28,2,2
813,2011.0,0.75,0.54,0.54,0.23,2.07,17,7,7
814,2001.0,1.64,0.36,0.0,0.07,2.07,6,11,11
815,2007.0,1.04,0.8,0.01,0.22,2.06,28,6,6
816,2010.0,0.73,0.97,0.02,0.34,2.06,17,9,9
817,2010.0,1.2,0.63,0.04,0.19,2.06,28,0,0
818,2005.0,0.71,0.52,0.74,0.08,2.06,6,7,7
819,2004.0,1.15,0.77,0.04,0.1,2.06,6,0,0
820,1998.0,0.68,0.46,0.79,0.13,2.06,15,6,6
821,2003.0,1.06,0.62,0.13,0.25,2.06,16,2,2
822,2013.0,0.89,0.57,0.46,0.13,2.06,2,7,7
823,2007.0,0.73,0.92,0.04,0.37,2.05,17,6,6
824,2008.0,1.23,0.64,0.0,0.19,2.05,4,3,3
825,2013.0,1.43,0.33,0.04,0.25,2.05,17,10,10
826,2005.0,1.16,0.06,0.83,0.0,2.05,4,7,7
827,2002.0,1.47,0.48,0.05,0.06,2.05,7,3,3
828,2013.0,0.71,0.83,0.15,0.35,2.05,17,7,7
829,1992.0,1.75,0.25,0.0,0.05,2.05,8,10,10
830,2007.0,0.48,1.29,0.02,0.25,2.05,28,6,6
831,2009.0,1.11,0.27,0.53,0.14,2.04,4,7,7
832,2011.0,1.45,0.42,0.01,0.16,2.04,28,3,3
833,2008.0,0.73,1.09,0.0,0.23,2.04,26,3,3
834,2006.0,1.74,0.02,0.0,0.28,2.04,16,8,8
835,2005.0,0.71,1.02,0.0,0.31,2.04,16,0,0
836,2003.0,1.2,0.48,0.29,0.07,2.04,6,4,4
837,2011.0,0.58,1.06,0.03,0.37,2.04,17,0,0
838,2014.0,1.53,0.25,0.0,0.25,2.03,18,10,10
839,1998.0,1.25,0.61,0.13,0.05,2.03,10,10,10
840,2011.0,1.47,0.4,0.0,0.16,2.03,28,3,3
841,2003.0,1.57,0.18,0.0,0.27,2.03,16,10,10
842,2008.0,1.05,0.67,0.0,0.3,2.02,17,0,0
843,2005.0,1.81,0.05,0.01,0.15,2.02,28,8,8
844,2014.0,1.76,0.09,0.0,0.17,2.02,28,10,10
845,2012.0,0.82,0.98,0.04,0.18,2.02,28,6,6
846,2007.0,0.49,1.27,0.0,0.25,2.01,4,5,5
847,2016.0,1.2,0.62,0.0,0.18,2.01,30,8,8
848,2013.0,0.77,0.85,0.01,0.37,2.0,17,0,0
849,2012.0,0.89,0.45,0.53,0.13,2.0,2,7,7
850,2014.0,0.35,1.31,0.02,0.33,2.0,18,6,6
851,1993.0,0.52,0.16,1.29,0.03,2.0,23,2,2
852,2008.0,1.48,0.3,0.0,0.22,2.0,17,2,2
853,1997.0,0.95,0.64,0.27,0.13,1.99,15,0,0
